origin,init,destination,final,price
8,38,2,39,1.0
8,38,3,40,5.3
8,38,4,39,0.6
8,38,5,40,1.4
8,38,6,39,0.7
8,38,7,39,0.8
8,38,9,39,1.1
9,38,0,40,1.6
9,38,1,39,0.8
9,38,2,39,0.5
9,38,3,39,2.4
9,38,4,39,0.8
9,38,5,39,0.5
9,38,6,39,0.7
9,38,7,39,0.9
9,38,8,39,1.2
0,39,1,40,0.9
0,39,2,40,1.1
0,39,3,42,3.6
0,39,4,40,0.9
0,39,5,41,1.5
0,39,6,40,1.3
0,39,7,40,0.7
0,39,8,40,0.7
0,39,9,41,1.7
1,39,0,40,1.0
1,39,2,40,0.4
1,39,3,41,2.7
1,39,4,40,0.8
1,39,5,40,0.5
1,39,6,41,1.1
1,39,7,40,0.5
1,39,8,40,1.4
1,39,9,40,0.9
2,39,0,40,1.2
2,39,1,40,0.5
2,39,3,41,2.3
2,39,4,40,0.4
2,39,5,40,0.5
2,39,6,40,0.7
2,39,7,40,0.6
2,39,8,40,1.0
2,39,9,40,0.6
3,39,0,42,3.8
3,39,1,41,2.8
3,39,2,41,2.5
3,39,4,41,2.8
3,39,5,40,2.1
3,39,6,41,3.8
3,39,7,41,2.9
3,39,8,41,5.5
3,39,9,40,2.3
4,39,0,40,0.8
4,39,1,40,0.9
4,39,2,40,0.6
4,39,3,41,2.8
4,39,5,40,0.9
4,39,6,40,0.5
4,39,7,40,0.4
4,39,8,40,0.7
4,39,9,40,0.8
5,39,0,41,1.5
5,39,1,40,0.6
5,39,2,40,0.5
5,39,3,40,1.9
5,39,4,40,0.9
5,39,6,40,1.0
5,39,7,40,1.0
5,39,8,41,1.4
5,39,9,40,0.6
6,39,0,40,1.2
6,39,1,40,1.0
6,39,2,40,0.7
6,39,3,40,3.5
6,39,4,40,0.4
6,39,5,40,1.1
6,39,7,40,0.7
6,39,8,40,0.7
6,39,9,40,0.6
7,39,0,40,0.7
7,39,1,40,0.5
7,39,2,40,0.4
7,39,3,41,2.9
7,39,4,40,0.4
7,39,5,40,1.0
7,39,6,40,0.7
7,39,8,40,0.8
7,39,9,40,1.0
8,39,0,40,0.8
8,39,1,40,1.4
8,39,2,40,1.0
8,39,3,41,5.3
8,39,4,40,0.6
8,39,5,41,1.4
8,39,6,40,0.7
8,39,7,40,0.8
8,39,9,40,1.1
9,39,0,41,1.6
9,39,1,40,0.8
9,39,2,40,0.5
9,39,3,40,2.4
9,39,4,40,0.8
9,39,5,40,0.5
9,39,6,40,0.7
9,39,7,40,0.9
9,39,8,40,1.2
0,40,1,41,0.9
0,40,2,41,1.1
0,40,3,43,3.6
0,40,4,41,0.9
0,40,5,42,1.5
0,40,6,41,1.3
0,40,7,41,0.7
0,40,8,41,0.7
0,40,9,42,1.7
1,40,0,41,1.0
1,40,2,41,0.4
1,40,3,42,2.7
1,40,4,41,0.8
1,40,5,41,0.5
1,40,6,42,1.1
1,40,7,41,0.5
1,40,8,41,1.4
1,40,9,41,0.9
2,40,0,41,1.2
2,40,1,41,0.5
2,40,3,42,2.3
2,40,4,41,0.4
2,40,5,41,0.5
2,40,6,41,0.7
2,40,7,41,0.6
2,40,8,41,1.0
2,40,9,41,0.6
3,40,0,43,3.8
3,40,1,42,2.8
3,40,2,42,2.5
3,40,4,42,2.8
3,40,5,41,2.1
3,40,6,42,3.8
3,40,7,42,2.9
3,40,8,42,5.5
3,40,9,41,2.3
4,40,0,41,0.8
4,40,1,41,0.9
4,40,2,41,0.6
4,40,3,42,2.8
4,40,5,41,0.9
4,40,6,41,0.5
4,40,7,41,0.4
4,40,8,41,0.7
4,40,9,41,0.8
5,40,0,42,1.5
5,40,1,41,0.6
5,40,2,41,0.5
5,40,3,41,1.9
5,40,4,41,0.9
5,40,6,41,1.0
5,40,7,41,1.0
5,40,8,42,1.4
5,40,9,41,0.6
6,40,0,41,1.2
6,40,1,41,1.0
6,40,2,41,0.7
6,40,3,41,3.5
6,40,4,41,0.4
6,40,5,41,1.1
6,40,7,41,0.7
6,40,8,41,0.7
6,40,9,41,0.6
7,40,0,41,0.7
7,40,1,41,0.5
7,40,2,41,0.4
7,40,3,42,2.9
7,40,4,41,0.4
7,40,5,41,1.0
7,40,6,41,0.7
7,40,8,41,0.8
7,40,9,41,1.0
8,40,0,41,0.8
8,40,1,41,1.4
8,40,2,41,1.0
8,40,3,42,5.3
8,40,4,41,0.6
8,40,5,42,1.4
8,40,6,41,0.7
8,40,7,41,0.8
8,40,9,41,1.1
9,40,0,42,1.6
9,40,1,41,0.8
9,40,2,41,0.5
9,40,3,41,2.4
9,40,4,41,0.8
9,40,5,41,0.5
9,40,6,41,0.7
9,40,7,41,0.9
9,40,8,41,1.2
0,41,1,42,0.9
0,41,2,42,1.1
0,41,3,44,3.6
0,41,4,42,0.9
0,41,5,43,1.5
0,41,6,42,1.3
0,41,7,42,0.7
0,41,8,42,0.7
0,41,9,43,1.7
1,41,0,42,1.0
1,41,2,42,0.4
1,41,3,43,2.7
1,41,4,42,0.8
1,41,5,42,0.5
1,41,6,43,1.1
1,41,7,42,0.5
1,41,8,42,1.4
1,41,9,42,0.9
2,41,0,42,1.2
2,41,1,42,0.5
2,41,3,43,2.3
2,41,4,42,0.4
2,41,5,42,0.5
2,41,6,42,0.7
2,41,7,42,0.6
2,41,8,42,1.0
2,41,9,42,0.6
3,41,0,44,3.8
3,41,1,43,2.8
3,41,2,43,2.5
3,41,4,43,2.8
3,41,5,42,2.1
3,41,6,43,3.8
3,41,7,43,2.9
3,41,8,43,5.5
3,41,9,42,2.3
4,41,0,42,0.8
4,41,1,42,0.9
4,41,2,42,0.6
4,41,3,43,2.8
4,41,5,42,0.9
4,41,6,42,0.5
4,41,7,42,0.4
4,41,8,42,0.7
4,41,9,42,0.8
5,41,0,43,1.5
5,41,1,42,0.6
5,41,2,42,0.5
5,41,3,42,1.9
5,41,4,42,0.9
5,41,6,42,1.0
5,41,7,42,1.0
5,41,8,43,1.4
5,41,9,42,0.6
6,41,0,42,1.2
6,41,1,42,1.0
6,41,2,42,0.7
6,41,3,42,3.5
6,41,4,42,0.4
6,41,5,42,1.1
6,41,7,42,0.7
6,41,8,42,0.7
6,41,9,42,0.6
7,41,0,42,0.7
7,41,1,42,0.5
7,41,2,42,0.4
7,41,3,43,2.9
7,41,4,42,0.4
7,41,5,42,1.0
7,41,6,42,0.7
7,41,8,42,0.8
7,41,9,42,1.0
8,41,0,42,0.8
8,41,1,42,1.4
8,41,2,42,1.0
8,41,3,43,5.3
8,41,4,42,0.6
8,41,5,43,1.4
8,41,6,42,0.7
8,41,7,42,0.8
8,41,9,42,1.1
9,41,0,43,1.6
9,41,1,42,0.8
9,41,2,42,0.5
9,41,3,42,2.4
9,41,4,42,0.8
9,41,5,42,0.5
9,41,6,42,0.7
9,41,7,42,0.9
9,41,8,42,1.2
0,42,1,43,0.9
0,42,2,43,1.1
0,42,3,45,3.6
0,42,4,43,0.9
0,42,5,44,1.5
0,42,6,43,1.3
0,42,7,43,0.7
0,42,8,43,0.7
0,42,9,44,1.7
1,42,0,43,1.0
1,42,2,43,0.4
1,42,3,44,2.7
1,42,4,43,0.8
1,42,5,43,0.5
1,42,6,44,1.1
1,42,7,43,0.5
1,42,8,43,1.4
1,42,9,43,0.9
2,42,0,43,1.2
2,42,1,43,0.5
2,42,3,44,2.3
2,42,4,43,0.4
2,42,5,43,0.5
2,42,6,43,0.7
2,42,7,43,0.6
2,42,8,43,1.0
2,42,9,43,0.6
3,42,0,45,3.8
3,42,1,44,2.8
3,42,2,44,2.5
3,42,4,44,2.8
3,42,5,43,2.1
3,42,6,44,3.8
3,42,7,44,2.9
3,42,8,44,5.5
3,42,9,43,2.3
4,42,0,43,0.8
4,42,1,43,0.9
4,42,2,43,0.6
4,42,3,44,2.8
4,42,5,43,0.9
4,42,6,43,0.5
4,42,7,43,0.4
4,42,8,43,0.7
4,42,9,43,0.8
5,42,0,44,1.5
5,42,1,43,0.6
5,42,2,43,0.5
5,42,3,43,1.9
5,42,4,43,0.9
5,42,6,43,1.0
5,42,7,43,1.0
5,42,8,44,1.4
5,42,9,43,0.6
6,42,0,43,1.2
6,42,1,43,1.0
6,42,2,43,0.7
6,42,3,43,3.5
6,42,4,43,0.4
6,42,5,43,1.1
6,42,7,43,0.7
6,42,8,43,0.7
6,42,9,43,0.6
7,42,0,43,0.7
7,42,1,43,0.5
7,42,2,43,0.4
7,42,3,44,2.9
7,42,4,43,0.4
7,42,5,43,1.0
7,42,6,43,0.7
7,42,8,43,0.8
7,42,9,43,1.0
8,42,0,43,0.8
8,42,1,43,1.4
8,42,2,43,1.0
8,42,3,44,5.3
8,42,4,43,0.6
8,42,5,44,1.4
8,42,6,43,0.7
8,42,7,43,0.8
8,42,9,43,1.1
9,42,0,44,1.6
9,42,1,43,0.8
9,42,2,43,0.5
9,42,3,43,2.4
9,42,4,43,0.8
9,42,5,43,0.5
9,42,6,43,0.7
9,42,7,43,0.9
9,42,8,43,1.2
0,43,1,44,0.9
0,43,2,44,1.1
0,43,3,46,3.6
0,43,4,44,0.9
0,43,5,45,1.5
0,43,6,44,1.3
0,43,7,44,0.7
0,43,8,44,0.7
0,43,9,45,1.7
1,43,0,44,1.0
1,43,2,44,0.4
1,43,3,45,2.7
1,43,4,44,0.8
1,43,5,44,0.5
1,43,6,45,1.1
1,43,7,44,0.5
1,43,8,44,1.4
1,43,9,44,0.9
2,43,0,44,1.2
2,43,1,44,0.5
2,43,3,45,2.3
2,43,4,44,0.4
2,43,5,44,0.5
2,43,6,44,0.7
2,43,7,44,0.6
2,43,8,44,1.0
2,43,9,44,0.6
3,43,0,46,3.8
3,43,1,45,2.8
3,43,2,45,2.5
3,43,4,45,2.8
3,43,5,44,2.1
3,43,6,45,3.8
3,43,7,45,2.9
3,43,8,45,5.5
3,43,9,44,2.3
4,43,0,44,0.8
4,43,1,44,0.9
4,43,2,44,0.6
4,43,3,45,2.8
4,43,5,44,0.9
4,43,6,44,0.5
4,43,7,44,0.4
4,43,8,44,0.7
4,43,9,44,0.8
5,43,0,45,1.5
5,43,1,44,0.6
5,43,2,44,0.5
5,43,3,44,1.9
5,43,4,44,0.9
5,43,6,44,1.0
5,43,7,44,1.0
5,43,8,45,1.4
5,43,9,44,0.6
6,43,0,44,1.2
6,43,1,44,1.0
6,43,2,44,0.7
6,43,3,44,3.5
6,43,4,44,0.4
6,43,5,44,1.1
6,43,7,44,0.7
6,43,8,44,0.7
6,43,9,44,0.6
7,43,0,44,0.7
7,43,1,44,0.5
7,43,2,44,0.4
7,43,3,45,2.9
7,43,4,44,0.4
7,43,5,44,1.0
7,43,6,44,0.7
7,43,8,44,0.8
7,43,9,44,1.0
8,43,0,44,0.8
8,43,1,44,1.4
8,43,2,44,1.0
8,43,3,45,5.3
8,43,4,44,0.6
8,43,5,45,1.4
8,43,6,44,0.7
8,43,7,44,0.8
8,43,9,44,1.1
9,43,0,45,1.6
9,43,1,44,0.8
9,43,2,44,0.5
9,43,3,44,2.4
9,43,4,44,0.8
9,43,5,44,0.5
9,43,6,44,0.7
9,43,7,44,0.9
9,43,8,44,1.2
0,44,1,45,0.9
0,44,2,45,1.1
0,44,3,47,3.6
0,44,4,45,0.9
0,44,5,46,1.5
0,44,6,45,1.3
0,44,7,45,0.7
0,44,8,45,0.7
0,44,9,46,1.7
1,44,0,45,1.0
1,44,2,45,0.4
1,44,3,46,2.7
1,44,4,45,0.8
1,44,5,45,0.5
1,44,6,46,1.1
1,44,7,45,0.5
1,44,8,45,1.4
1,44,9,45,0.9
2,44,0,45,1.2
2,44,1,45,0.5
2,44,3,46,2.3
2,44,4,45,0.4
2,44,5,45,0.5
2,44,6,45,0.7
2,44,7,45,0.6
2,44,8,45,1.0
2,44,9,45,0.6
3,44,0,47,3.8
3,44,1,46,2.8
3,44,2,46,2.5
3,44,4,46,2.8
3,44,5,45,2.1
3,44,6,46,3.8
3,44,7,46,2.9
3,44,8,46,5.5
3,44,9,45,2.3
4,44,0,45,0.8
4,44,1,45,0.9
4,44,2,45,0.6
4,44,3,46,2.8
4,44,5,45,0.9
4,44,6,45,0.5
4,44,7,45,0.4
4,44,8,45,0.7
4,44,9,45,0.8
5,44,0,46,1.5
5,44,1,45,0.6
5,44,2,45,0.5
5,44,3,45,1.9
5,44,4,45,0.9
5,44,6,45,1.0
5,44,7,45,1.0
5,44,8,46,1.4
5,44,9,45,0.6
6,44,0,45,1.2
6,44,1,45,1.0
6,44,2,45,0.7
6,44,3,45,3.5
6,44,4,45,0.4
6,44,5,45,1.1
6,44,7,45,0.7
6,44,8,45,0.7
6,44,9,45,0.6
7,44,0,45,0.7
7,44,1,45,0.5
7,44,2,45,0.4
7,44,3,46,2.9
7,44,4,45,0.4
7,44,5,45,1.0
7,44,6,45,0.7
7,44,8,45,0.8
7,44,9,45,1.0
8,44,0,45,0.8
8,44,1,45,1.4
8,44,2,45,1.0
8,44,3,46,5.3
8,44,4,45,0.6
8,44,5,46,1.4
8,44,6,45,0.7
8,44,7,45,0.8
8,44,9,45,1.1
9,44,0,46,1.6
9,44,1,45,0.8
9,44,2,45,0.5
9,44,3,45,2.4
9,44,4,45,0.8
9,44,5,45,0.5
9,44,6,45,0.7
9,44,7,45,0.9
9,44,8,45,1.2
0,45,1,46,0.9
0,45,2,46,1.1
0,45,3,48,3.6
0,45,4,46,0.9
0,45,5,47,1.5
0,45,6,46,1.3
0,45,7,46,0.7
0,45,8,46,0.7
0,45,9,47,1.7
1,45,0,46,1.0
1,45,2,46,0.4
1,45,3,47,2.7
1,45,4,46,0.8
1,45,5,46,0.5
1,45,6,47,1.1
1,45,7,46,0.5
1,45,8,46,1.4
1,45,9,46,0.9
2,45,0,46,1.2
2,45,1,46,0.5
2,45,3,47,2.3
2,45,4,46,0.4
2,45,5,46,0.5
2,45,6,46,0.7
2,45,7,46,0.6
2,45,8,46,1.0
2,45,9,46,0.6
3,45,0,48,3.8
3,45,1,47,2.8
3,45,2,47,2.5
3,45,4,47,2.8
3,45,5,46,2.1
3,45,6,47,3.8
3,45,7,47,2.9
3,45,8,47,5.5
3,45,9,46,2.3
4,45,0,46,0.8
4,45,1,46,0.9
4,45,2,46,0.6
4,45,3,47,2.8
4,45,5,46,0.9
4,45,6,46,0.5
4,45,7,46,0.4
4,45,8,46,0.7
4,45,9,46,0.8
5,45,0,47,1.5
5,45,1,46,0.6
5,45,2,46,0.5
5,45,3,46,1.9
5,45,4,46,0.9
5,45,6,46,1.0
5,45,7,46,1.0
5,45,8,47,1.4
5,45,9,46,0.6
6,45,0,46,1.2
6,45,1,46,1.0
6,45,2,46,0.7
6,45,3,46,3.5
6,45,4,46,0.4
6,45,5,46,1.1
6,45,7,46,0.7
6,45,8,46,0.7
6,45,9,46,0.6
7,45,0,46,0.7
7,45,1,46,0.5
7,45,2,46,0.4
7,45,3,47,2.9
7,45,4,46,0.4
7,45,5,46,1.0
7,45,6,46,0.7
7,45,8,46,0.8
7,45,9,46,1.0
8,45,0,46,0.8
8,45,1,46,1.4
8,45,2,46,1.0
8,45,3,47,5.3
8,45,4,46,0.6
8,45,5,47,1.4
8,45,6,46,0.7
8,45,7,46,0.8
8,45,9,46,1.1
9,45,0,47,1.6
9,45,1,46,0.8
9,45,2,46,0.5
9,45,3,46,2.4
9,45,4,46,0.8
9,45,5,46,0.5
9,45,6,46,0.7
9,45,7,46,0.9
9,45,8,46,1.2
0,46,1,47,0.9
0,46,2,47,1.1
0,46,3,49,3.6
0,46,4,47,0.9
0,46,5,48,1.5
0,46,6,47,1.3
0,46,7,47,0.7
0,46,8,47,0.7
0,46,9,48,1.7
1,46,0,47,1.0
1,46,2,47,0.4
1,46,3,48,2.7
1,46,4,47,0.8
1,46,5,47,0.5
1,46,6,48,1.1
1,46,7,47,0.5
1,46,8,47,1.4
1,46,9,47,0.9
2,46,0,47,1.2
2,46,1,47,0.5
2,46,3,48,2.3
2,46,4,47,0.4
2,46,5,47,0.5
2,46,6,47,0.7
2,46,7,47,0.6
2,46,8,47,1.0
2,46,9,47,0.6
3,46,0,49,3.8
3,46,1,48,2.8
3,46,2,48,2.5
3,46,4,48,2.8
3,46,5,47,2.1
3,46,6,48,3.8
3,46,7,48,2.9
3,46,8,48,5.5
3,46,9,47,2.3
4,46,0,47,0.8
4,46,1,47,0.9
4,46,2,47,0.6
4,46,3,48,2.8
4,46,5,47,0.9
4,46,6,47,0.5
4,46,7,47,0.4
4,46,8,47,0.7
4,46,9,47,0.8
5,46,0,48,1.5
5,46,1,47,0.6
5,46,2,47,0.5
5,46,3,47,1.9
5,46,4,47,0.9
5,46,6,47,1.0
5,46,7,47,1.0
5,46,8,48,1.4
5,46,9,47,0.6
6,46,0,47,1.2
6,46,1,47,1.0
6,46,2,47,0.7
6,46,3,47,3.5
6,46,4,47,0.4
6,46,5,47,1.1
6,46,7,47,0.7
6,46,8,47,0.7
6,46,9,47,0.6
7,46,0,47,0.7
7,46,1,47,0.5
7,46,2,47,0.4
7,46,3,48,2.9
7,46,4,47,0.4
7,46,5,47,1.0
7,46,6,47,0.7
7,46,8,47,0.8
7,46,9,47,1.0
8,46,0,47,0.8
8,46,1,47,1.4
8,46,2,47,1.0
8,46,3,48,5.3
8,46,4,47,0.6
8,46,5,48,1.4
8,46,6,47,0.7
8,46,7,47,0.8
8,46,9,47,1.1
9,46,0,48,1.6
9,46,1,47,0.8
9,46,2,47,0.5
9,46,3,47,2.4
9,46,4,47,0.8
9,46,5,47,0.5
9,46,6,47,0.7
9,46,7,47,0.9
9,46,8,47,1.2
0,47,1,48,0.9
0,47,2,48,1.1
0,47,3,50,3.6
0,47,4,48,0.9
0,47,5,49,1.5
0,47,6,48,1.3
0,47,7,48,0.7
0,47,8,48,0.7
0,47,9,49,1.7
1,47,0,48,1.0
1,47,2,48,0.4
1,47,3,49,2.7
1,47,4,48,0.8
1,47,5,48,0.5
1,47,6,49,1.1
1,47,7,48,0.5
1,47,8,48,1.4
1,47,9,48,0.9
2,47,0,48,1.2
2,47,1,48,0.5
2,47,3,49,2.3
2,47,4,48,0.4
2,47,5,48,0.5
2,47,6,48,0.7
2,47,7,48,0.6
2,47,8,48,1.0
2,47,9,48,0.6
3,47,0,50,3.8
3,47,1,49,2.8
3,47,2,49,2.5
3,47,4,49,2.8
3,47,5,48,2.1
3,47,6,49,3.8
3,47,7,49,2.9
3,47,8,49,5.5
3,47,9,48,2.3
4,47,0,48,0.8
4,47,1,48,0.9
4,47,2,48,0.6
4,47,3,49,2.8
4,47,5,48,0.9
4,47,6,48,0.5
4,47,7,48,0.4
4,47,8,48,0.7
4,47,9,48,0.8
5,47,0,49,1.5
5,47,1,48,0.6
5,47,2,48,0.5
5,47,3,48,1.9
5,47,4,48,0.9
5,47,6,48,1.0
5,47,7,48,1.0
5,47,8,49,1.4
5,47,9,48,0.6
6,47,0,48,1.2
6,47,1,48,1.0
6,47,2,48,0.7
6,47,3,48,3.5
6,47,4,48,0.4
6,47,5,48,1.1
6,47,7,48,0.7
6,47,8,48,0.7
6,47,9,48,0.6
7,47,0,48,0.7
7,47,1,48,0.5
7,47,2,48,0.4
7,47,3,49,2.9
7,47,4,48,0.4
7,47,5,48,1.0
7,47,6,48,0.7
7,47,8,48,0.8
7,47,9,48,1.0
8,47,0,48,0.8
8,47,1,48,1.4
8,47,2,48,1.0
8,47,3,49,5.3
8,47,4,48,0.6
8,47,5,49,1.4
8,47,6,48,0.7
8,47,7,48,0.8
8,47,9,48,1.1
9,47,0,49,1.6
9,47,1,48,0.8
9,47,2,48,0.5
9,47,3,48,2.4
9,47,4,48,0.8
9,47,5,48,0.5
9,47,6,48,0.7
9,47,7,48,0.9
9,47,8,48,1.2
0,48,1,49,0.9
0,48,2,49,1.1
0,48,3,51,3.6
0,48,4,49,0.9
0,48,5,50,1.5
0,48,6,49,1.3
0,48,7,49,0.7
0,48,8,49,0.7
0,48,9,50,1.7
1,48,0,49,1.0
1,48,2,49,0.4
1,48,3,50,2.7
1,48,4,49,0.8
1,48,5,49,0.5
1,48,6,50,1.1
1,48,7,49,0.5
1,48,8,49,1.4
1,48,9,49,0.9
2,48,0,49,1.2
2,48,1,49,0.5
2,48,3,50,2.3
2,48,4,49,0.4
2,48,5,49,0.5
2,48,6,49,0.7
2,48,7,49,0.6
2,48,8,49,1.0
2,48,9,49,0.6
3,48,0,51,3.8
3,48,1,50,2.8
3,48,2,50,2.5
3,48,4,50,2.8
3,48,5,49,2.1
3,48,6,50,3.8
3,48,7,50,2.9
3,48,8,50,5.5
3,48,9,49,2.3
4,48,0,49,0.8
4,48,1,49,0.9
4,48,2,49,0.6
4,48,3,50,2.8
4,48,5,49,0.9
4,48,6,49,0.5
4,48,7,49,0.4
4,48,8,49,0.7
4,48,9,49,0.8
5,48,0,50,1.5
5,48,1,49,0.6
5,48,2,49,0.5
5,48,3,49,1.9
5,48,4,49,0.9
5,48,6,49,1.0
5,48,7,49,1.0
5,48,8,50,1.4
5,48,9,49,0.6
6,48,0,49,1.2
6,48,1,49,1.0
6,48,2,49,0.7
6,48,3,49,3.5
6,48,4,49,0.4
6,48,5,49,1.1
6,48,7,49,0.7
6,48,8,49,0.7
6,48,9,49,0.6
7,48,0,49,0.7
7,48,1,49,0.5
7,48,2,49,0.4
7,48,3,50,2.9
7,48,4,49,0.4
7,48,5,49,1.0
7,48,6,49,0.7
7,48,8,49,0.8
7,48,9,49,1.0
8,48,0,49,0.8
8,48,1,49,1.4
8,48,2,49,1.0
8,48,3,50,5.3
8,48,4,49,0.6
8,48,5,50,1.4
8,48,6,49,0.7
8,48,7,49,0.8
8,48,9,49,1.1
9,48,0,50,1.6
9,48,1,49,0.8
9,48,2,49,0.5
9,48,3,49,2.4
9,48,4,49,0.8
9,48,5,49,0.5
9,48,6,49,0.7
9,48,7,49,0.9
9,48,8,49,1.2
0,49,1,50,0.9
0,49,2,50,1.1
0,49,3,52,3.6
0,49,4,50,0.9
0,49,5,51,1.5
0,49,6,50,1.3
0,49,7,50,0.7
0,49,8,50,0.7
0,49,9,51,1.7
1,49,0,50,1.0
1,49,2,50,0.4
1,49,3,51,2.7
1,49,4,50,0.8
1,49,5,50,0.5
1,49,6,51,1.1
1,49,7,50,0.5
1,49,8,50,1.4
1,49,9,50,0.9
2,49,0,50,1.2
2,49,1,50,0.5
2,49,3,51,2.3
2,49,4,50,0.4
2,49,5,50,0.5
2,49,6,50,0.7
2,49,7,50,0.6
2,49,8,50,1.0
2,49,9,50,0.6
3,49,0,52,3.8
3,49,1,51,2.8
3,49,2,51,2.5
3,49,4,51,2.8
3,49,5,50,2.1
3,49,6,51,3.8
3,49,7,51,2.9
3,49,8,51,5.5
3,49,9,50,2.3
4,49,0,50,0.8
4,49,1,50,0.9
4,49,2,50,0.6
4,49,3,51,2.8
4,49,5,50,0.9
4,49,6,50,0.5
4,49,7,50,0.4
4,49,8,50,0.7
4,49,9,50,0.8
5,49,0,51,1.5
5,49,1,50,0.6
5,49,2,50,0.5
5,49,3,50,1.9
5,49,4,50,0.9
5,49,6,50,1.0
5,49,7,50,1.0
5,49,8,51,1.4
5,49,9,50,0.6
6,49,0,50,1.2
6,49,1,50,1.0
6,49,2,50,0.7
6,49,3,50,3.5
6,49,4,50,0.4
6,49,5,50,1.1
6,49,7,50,0.7
6,49,8,50,0.7
6,49,9,50,0.6
7,49,0,50,0.7
7,49,1,50,0.5
7,49,2,50,0.4
7,49,3,51,2.9
7,49,4,50,0.4
7,49,5,50,1.0
7,49,6,50,0.7
7,49,8,50,0.8
7,49,9,50,1.0
8,49,0,50,0.8
8,49,1,50,1.4
8,49,2,50,1.0
8,49,3,51,5.3
8,49,4,50,0.6
8,49,5,51,1.4
8,49,6,50,0.7
8,49,7,50,0.8
8,49,9,50,1.1
9,49,0,51,1.6
9,49,1,50,0.8
9,49,2,50,0.5
9,49,3,50,2.4
9,49,4,50,0.8
9,49,5,50,0.5
9,49,6,50,0.7
9,49,7,50,0.9
9,49,8,50,1.2
0,50,1,51,0.9
0,50,2,51,1.1
0,50,3,53,3.6
0,50,4,51,0.9
0,50,5,52,1.5
0,50,6,51,1.3
0,50,7,51,0.7
0,50,8,51,0.7
0,50,9,52,1.7
1,50,0,51,1.0
1,50,2,51,0.4
1,50,3,52,2.7
1,50,4,51,0.8
1,50,5,51,0.5
1,50,6,52,1.1
1,50,7,51,0.5
1,50,8,51,1.4
1,50,9,51,0.9
2,50,0,51,1.2
2,50,1,51,0.5
2,50,3,52,2.3
2,50,4,51,0.4
2,50,5,51,0.5
2,50,6,51,0.7
2,50,7,51,0.6
2,50,8,51,1.0
2,50,9,51,0.6
3,50,0,53,3.8
3,50,1,52,2.8
3,50,2,52,2.5
3,50,4,52,2.8
3,50,5,51,2.1
3,50,6,52,3.8
3,50,7,52,2.9
3,50,8,52,5.5
3,50,9,51,2.3
4,50,0,51,0.8
4,50,1,51,0.9
4,50,2,51,0.6
4,50,3,52,2.8
4,50,5,51,0.9
4,50,6,51,0.5
4,50,7,51,0.4
4,50,8,51,0.7
4,50,9,51,0.8
5,50,0,52,1.5
5,50,1,51,0.6
5,50,2,51,0.5
5,50,3,51,1.9
5,50,4,51,0.9
5,50,6,51,1.0
5,50,7,51,1.0
5,50,8,52,1.4
5,50,9,51,0.6
6,50,0,51,1.2
6,50,1,51,1.0
6,50,2,51,0.7
6,50,3,51,3.5
6,50,4,51,0.4
6,50,5,51,1.1
6,50,7,51,0.7
6,50,8,51,0.7
6,50,9,51,0.6
7,50,0,51,0.7
7,50,1,51,0.5
7,50,2,51,0.4
7,50,3,52,2.9
7,50,4,51,0.4
7,50,5,51,1.0
7,50,6,51,0.7
7,50,8,51,0.8
7,50,9,51,1.0
8,50,0,51,0.8
8,50,1,51,1.4
8,50,2,51,1.0
8,50,3,52,5.3
8,50,4,51,0.6
8,50,5,52,1.4
8,50,6,51,0.7
8,50,7,51,0.8
8,50,9,51,1.1
9,50,0,52,1.6
9,50,1,51,0.8
9,50,2,51,0.5
9,50,3,51,2.4
9,50,4,51,0.8
9,50,5,51,0.5
9,50,6,51,0.7
9,50,7,51,0.9
9,50,8,51,1.2
0,51,1,52,0.9
0,51,2,52,1.1
0,51,3,54,3.6
0,51,4,52,0.9
0,51,5,53,1.5
0,51,6,52,1.3
0,51,7,52,0.7
0,51,8,52,0.7
0,51,9,53,1.7
1,51,0,52,1.0
1,51,2,52,0.4
1,51,3,53,2.7
1,51,4,52,0.8
1,51,5,52,0.5
1,51,6,53,1.1
1,51,7,52,0.5
1,51,8,52,1.4
1,51,9,52,0.9
2,51,0,52,1.2
2,51,1,52,0.5
2,51,3,53,2.3
2,51,4,52,0.4
2,51,5,52,0.5
2,51,6,52,0.7
2,51,7,52,0.6
2,51,8,52,1.0
2,51,9,52,0.6
3,51,0,54,3.8
3,51,1,53,2.8
3,51,2,53,2.5
3,51,4,53,2.8
3,51,5,52,2.1
3,51,6,53,3.8
3,51,7,53,2.9
3,51,8,53,5.5
3,51,9,52,2.3
4,51,0,52,0.8
4,51,1,52,0.9
4,51,2,52,0.6
4,51,3,53,2.8
4,51,5,52,0.9
4,51,6,52,0.5
4,51,7,52,0.4
4,51,8,52,0.7
4,51,9,52,0.8
5,51,0,53,1.5
5,51,1,52,0.6
5,51,2,52,0.5
5,51,3,52,1.9
5,51,4,52,0.9
5,51,6,52,1.0
5,51,7,52,1.0
5,51,8,53,1.4
5,51,9,52,0.6
6,51,0,52,1.2
6,51,1,52,1.0
6,51,2,52,0.7
6,51,3,52,3.5
6,51,4,52,0.4
6,51,5,52,1.1
6,51,7,52,0.7
6,51,8,52,0.7
6,51,9,52,0.6
7,51,0,52,0.7
7,51,1,52,0.5
7,51,2,52,0.4
7,51,3,53,2.9
7,51,4,52,0.4
7,51,5,52,1.0
